step,klcoef,entcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,global_reward_mean,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,policy_loss,kl,entropy,value_loss,gd_time,total_time
51,1.42109e-15,0.01,0.001,9.88824,2000,4.68984,4.26742,3.82017,5.20581,467.125,455.25,1681.65,1638.9,10.9375,7,1.88319e+06,153.719,173.751,700,700,0.172937,0.00835998,0.502246,0.550112,0.0478551,0.0447032,0.0314179,-0.0504464,0.00192724,0.898233,1.5944,2.11506,10485.9
52,7.10543e-16,0.01,0.001,9.72598,2000,4.66623,4.25806,3.78454,5.1627,473.062,461.688,1703.03,1662.07,12.0625,7.5,1.9071e+06,151.273,171.752,700,700,0.170531,0.00736524,0.546516,0.510111,-0.0363993,0.0538394,0.0310174,0.0354545,0.00221541,0.894844,1.73985,2.05405,10644.4
53,3.55271e-16,0.01,0.001,9.95995,2000,4.665,4.23724,3.76201,5.1895,463.938,456.25,1670.17,1642.5,9.6875,6,2.08186e+06,155.458,175.604,700,700,0.179688,0.00882578,0.515077,0.57658,0.0615259,0.0521727,0.0333029,-0.0584168,0.00217022,0.909087,1.38528,2.18156,10806.9
54,1.77636e-16,0.01,0.001,9.4084,2000,4.62391,4.20589,3.70809,5.13521,467.125,455.75,1681.65,1640.7,11.25,7,1.84527e+06,154.965,175.324,700,700,0.171625,0.00731175,0.569929,0.509526,-0.0604068,0.0531444,0.0301187,0.0609203,0.00288253,0.900726,1.61589,2.02479,10960.4
55,8.88178e-17,0.01,0.001,10.006,2000,4.70925,4.30459,3.72528,5.19861,482.25,469.938,1736.1,1691.78,12.25,7.3125,1.88348e+06,146.953,167.6,700,700,0.173719,0.00714631,0.514032,0.499473,-0.0145549,0.025906,0.0329281,0.0148328,0.00332761,0.889002,1.78044,2.27392,11123.7
56,8.88178e-17,0.01,0.001,10.1726,2000,4.42415,4.07294,3.74894,4.84196,484.938,470.75,1745.78,1694.7,12.375,7.25,1.87821e+06,145.146,167.25,700,700,0.1735,0.00549317,0.457818,0.421889,-0.0359093,0.0681716,0.0336427,0.0369169,0.00297743,0.870597,1.72918,2.27292,11289.7
57,4.44089e-17,0.01,0.001,10.3742,2000,4.00216,3.71776,3.63394,4.33302,495.562,476.25,1784.03,1714.5,13.9375,7.125,1.76416e+06,138.717,163.534,700,700,0.168438,0.00203674,0.359686,0.266891,-0.0928017,0.0747092,0.0332624,0.0951779,0.00316484,0.894696,1.99124,2.25381,11458.9
58,4.44089e-17,0.01,0.001,10.0361,2000,4.34984,4.01071,3.63884,4.75219,493.875,477.25,1777.95,1718.1,14,8,1.83921e+06,140.438,163.198,700,700,0.168625,0.00399747,0.322137,0.361952,0.0397991,0.0625429,0.0330984,-0.038112,0.00207529,0.896828,1.86516,2.35338,11622.8
59,2.22045e-17,0.01,0.001,9.61095,2000,4.5252,4.15822,3.69683,4.96392,492.5,478.188,1773,1721.47,13.25,7.75,1.94155e+06,140.64,162.536,700,700,0.172844,0.00524998,0.374479,0.412899,0.0384268,0.0583409,0.0323892,-0.0395178,0.00250804,0.880149,1.82393,2.18868,11779.7
60,2.22045e-17,0.01,0.001,10.867,2000,3.83728,3.57582,3.50296,4.14104,474.062,451.25,1706.62,1624.5,13.125,7.75,1.69055e+06,145.413,171.775,700,700,0.16,0.0014949,0.331331,0.159532,-0.171826,0.0856532,0.0338108,0.265197,0.00217877,0.915099,1.65716,2.96948,11957.5
61,1.11022e-17,0.01,0.001,10.4413,2000,4.04194,3.75944,3.62419,4.37125,500.188,481.5,1800.67,1733.4,14,8.25,1.75288e+06,135.865,160.709,700,700,0.17075,0.00249604,0.290554,0.287915,-0.00260635,0.0695241,0.032016,0.00368261,0.00156921,0.898688,1.63146,2.1758,12127.7
62,5.55112e-18,0.01,0.001,10.7282,2000,4.06884,3.78627,3.62185,4.39715,501,484.875,1803.6,1745.55,11.75,6.75,1.78154e+06,135.859,160.634,700,700,0.183688,0.00392499,0.289306,0.341444,0.0521502,0.0943913,0.0323683,-0.0499913,0.00151613,0.890657,1.46567,2.2731,12302.6
63,2.77556e-18,0.01,0.001,10.3189,2000,4.09059,3.78596,3.59105,4.44877,483,463.188,1738.8,1667.47,13.75,7.5625,1.74423e+06,140.626,164.907,700,700,0.162844,0.00210717,0.335842,0.217879,-0.117962,0.0973715,0.0343157,0.150617,0.0032844,0.894447,1.84803,2.21283,12470.9
64,1.38778e-18,0.01,0.001,9.62201,2000,4.79458,4.37709,3.70067,5.30168,493.875,479.375,1777.95,1725.75,14.875,8.875,1.94683e+06,140.114,160.875,700,700,0.165313,0.00531388,0.367338,0.407053,0.0397203,0.04651,0.0316082,-0.0364204,0.0016262,0.88327,2.02625,2.07813,12627.8
65,0.2,0.01,0.001,9.54245,2000,4.36649,4.02358,3.66203,4.77386,491.25,476.625,1768.5,1715.85,13.5,8.0625,1.95152e+06,140.037,162.666,700,700,0.170812,-0.000108337,0.37334,0.200752,-0.172568,0.0898002,0.0289691,0.175718,0.000734417,0.875639,1.52835,1.27489,
66,0.1,0.01,0.001,9.53954,2000,4.58269,4.22224,3.70433,5.01274,505.375,489.25,1819.35,1761.3,13.875,8.6875,1.84138e+06,133.759,156.08,700,700,0.17525,0.000879179,0.226057,0.218534,-0.00749733,0.0947059,0.0303916,0.00797585,0.0015457,0.871446,1.25262,1.94512,
67,0.05,0.01,0.001,10.2408,2000,4.19493,3.90289,3.63161,4.5364,509.688,487.938,1834.88,1756.58,16.75,10.375,1.71568e+06,130.939,155.289,700,700,0.160219,-0.00201464,0.185981,0.0929835,-0.0929852,0.10204,0.0302189,0.0929738,0.00122425,0.878506,1.37552,2.01645,
