step,klcoef,entcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,global_reward_mean,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,policy_loss,kl,entropy,value_loss,gd_time,total_time
51,0,0.01,0.0003,113.267,2000,0.0825854,0.0768995,0.323099,0.0887191,49.5,5.03125,178.2,18.1125,4.125,1.125,1.50958e+06,11206.8,11287,700,700,-0.0311613,-0.00289051,1.26418,1.01682,-0.247332,0.383903,0.764991,-0.000439847,0.016686,1.39457,0.30582,287.126,
52,0,0.01,0.0003,116.242,2000,0.0832965,0.0794062,0.355012,0.087597,51.75,5.40625,186.3,19.4625,2.75,1.09375,1.5088e+06,11175,11258.3,700,700,-0.0191806,-0.000661655,0.926578,0.774565,-0.151975,0.574608,0.58706,-0.00218846,0.0253778,1.36598,0.26257,305.679,
53,0,0.01,0.0003,111.33,2000,0.0867882,0.0833224,0.357838,0.090523,51.0312,7.21875,183.712,25.9875,2.5,0.65625,1.51584e+06,11221.1,11303.1,700,700,-0.0118719,-0.000720982,0.577777,0.483009,-0.0947322,0.615259,0.322917,-0.00135599,0.0199423,1.40575,0.0614585,293.655,
54,0,0.01,0.0003,115.455,2000,0.105738,0.100135,0.402925,0.111821,59.4688,13.5312,214.088,48.7125,3.4375,1.125,1.51805e+06,11210.2,11294.1,700,700,-0.0160922,-8.63836e-05,0.423057,0.366754,-0.0562589,0.650279,0.999467,-0.00221848,0.0314503,1.45724,0.0767899,277.383,
55,0,0.01,0.0003,104.983,2000,0.226669,0.217293,0.548397,0.236775,101.938,63.1875,366.975,227.475,4.625,1.78125,1.58748e+06,11177.9,11256.7,700,700,-0.00452673,-0.00288919,0.169327,0.113738,-0.0555791,0.552832,0.400171,0.000958831,0.0136534,1.45209,0.130464,273.044,
56,0,0.01,0.0003,107.997,2000,0.20821,0.199477,0.54714,0.217738,96.9688,56.0312,349.087,201.713,4.375,2.0625,1.56659e+06,11161.1,11241.3,700,700,-0.0130585,-0.00147249,0.0311034,0.0223269,-0.00875755,0.579788,0.754887,-0.00129252,0.0135216,1.46785,0.110897,286.685,
57,0,0.01,0.0003,90.9632,2000,0.322582,0.306311,0.689625,0.340564,126.625,95,455.85,342,7.625,3.125,1.60638e+06,11100,11171.3,700,700,-0.105439,-0.00569815,-0.231873,-0.262505,-0.0306468,0.477474,0.342281,0.000761206,0.0164933,1.48171,0.120773,280.034,
58,0,0.01,0.0003,82.7944,2000,0.351778,0.333343,0.79283,0.37222,126.938,101.875,456.975,366.75,5.5,2.03125,1.58004e+06,11175.8,11241.6,700,700,-0.0218893,-0.00371522,-0.382159,-0.352317,0.0298493,0.506936,0.426042,-0.00118649,0.012888,1.53952,0.109291,277.821,
59,0,0.01,0.0003,84.6563,2000,0.39472,0.375158,0.837805,0.416443,143.969,116.094,518.287,417.938,7,2.9375,1.56907e+06,11118.5,11185.5,700,700,-0.0279495,-0.00340515,-0.474454,-0.421438,0.0529969,0.505018,0.277046,0.000716983,0.0167113,1.49808,0.167543,294.43,
60,0,0.01,0.0003,84.6409,2000,0.465029,0.444018,0.93795,0.488118,164.812,137.25,593.325,494.1,8,3.71875,1.60587e+06,11108.6,11176.1,700,700,-0.0692614,-0.00445779,-0.399924,-0.375253,0.0246471,0.463954,0.853687,-0.000324319,0.0158769,1.49674,0.13896,289.372,
